企业名称,省份,城市,统一社会信用代码,法定代表人,企业类型,成立日期,注册资本,地址,邮箱,经营范围,网址,电话号码,电话号码（更多号码）
无锡市恒福置业有限公司,江苏,无锡市,,徐培峰,有限责任公司,1993-02-13,2080万人民币元,无锡市锡山区东亭迎宾北路4号-10楼,,许可经营项目:无 一般经营项目:自行开发房屋的销售;木建材、建筑材料、五金、交电、陶瓷制品、金属材料、化工原料(不含危险品)、装潢材料、百货的销售;装饰装潢(不含资质)的服务。,,,
保润(无锡)置业有限公司,江苏,无锡市,91320200770505742B,张浩,有限责任公司(中外合资),2005-05-16,350万美元,无锡市惠山区玉祁街道堰玉路85号,739443503@qq.com,"从事6005-84地号(坐落于惠山区玉祁街道民主村、曙光村)的房产开发。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,13621518530,0510-83888888；0510-83585158；
无锡市恒明置业投资有限公司,江苏,无锡市,913202005524550893,殷平平,有限责任公司,2010-03-16,201万人民币元,无锡市尚城绿园5-2,1721834475@qq.com,"对房地产业进行投资;利用自有资产对外投资;房屋经纪服务;营销策划(不含广告)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",http://www.wxhunming.com,15995208855,18262299999；18795629035；15995223555；
无锡中锐置业发展有限公司,江苏,无锡市,91320200666804697J,钱建蓉,有限责任公司（法人独资）,2007-09-06,2000万人民币元,无锡光电新材料科技园会岸路88号-402室,,"自行开发房屋的销售;建筑工程设计、施工,物业管理(以上经营范围凭有效资质证书经营);利用自有资金对外投资。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",http://www.chiwayland.com,0510-68931666,0510-68931666-1606；
无锡宇泰置业有限公司,江苏,无锡市,91320205578106178Y,饶文浩,有限责任公司,2011-06-27,1100万人民币元,锡山区锡北镇八士振新路中和佳苑B幢1-2号,731851258@qq.com,"房地产开发经营;物业管理;自有房屋租赁。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-85123378,0510-83806767；0510-83806756；
无锡禾嘉置业发展有限公司,江苏,无锡市,913202114662847113,陈瑞春,有限责任公司,1993-01-15,2000万人民币元,无锡市梁溪区健康路58号四楼,chang42865@163.com,"房屋开发、经营(凭有效资质证书经营),工程咨询;搬家服务;房屋出租;工程监理;房地产营销策划;物业管理;停车场管理服务;家务服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-85551810,
无锡顺达置业发展有限公司,江苏,无锡市,913202816613416387,陈宗豹,有限责任公司(自然人独资),2007-05-15,2000万人民币元,江阴市滨江西路2号1612-50座,949415229@qq.com,"房地产开发经营。(凭有效资质经营)(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-80669399,0510-86868513；18921267777；0510-86163817；
无锡坤润置业有限公司,江苏,无锡市,,吴美仙,有限责任公司,2014-03-10,1000万人民币元,无锡市惠山区玉祁街道民主村(湖西路),,许可经营项目:房地产开发经营(上述范围凭有效许可证件经营)。一般经营项目:无,,,
无锡展望置业有限公司,江苏,无锡市,9132021475586478X6,江文景,有限责任公司,2003-12-09,1008万人民币元,无锡市新区新泰工业配套区A-98号,eastxg@126.com,"房地产出租;酒店、旅馆的管理;物业管理;房地产开发经营。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-82241006,0510-82241018；
无锡当代置业有限公司,江苏,无锡市,91320206MA1MQXA12U,张鹏,有限责任公司（法人独资）,2016-08-05,1000万人民币元,无锡市惠山区惠山大道108号4-701-1(地铁西漳站区),jiangli@modernland.hk,"房地产开发经营;建筑节能技术服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,010-84407008,
无锡市通惠置业有限公司,江苏,无锡市,91320200782065094Y,陶少清,有限责任公司,2005-11-25,2000万人民币元,无锡市兴源北路638号2501室,tongh1688@163.com,"房地产开发;物业管理(凭有效资质证书经营)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-82302950,
无锡广生置业发展有限公司,江苏,无锡市,91320282689638644J,陈震,有限责任公司,2009-05-25,2180万人民币元,宜兴市西渚镇横吾路,751487843@qq.com,"按贰级标准从事房地产开发经营;市政工程施工;建筑材料、装饰装璜材料、五金、交电的销售。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,13952492084,13706156000；
无锡市文博置业有限公司,江苏,无锡市,,赵小毛,有限责任公司,2000-09-22,2000万人民币元,无锡市勤新私营经济园钱姚路88-128号,,许可经营项目:房地产开发(二级)。一般经营项目:装饰装潢服务;建筑材料、五金交电、装饰装潢材料、金属材料的销售。,,,
无锡广新未来置业有限公司,江苏,无锡市,91320206301959426K,周金,有限责任公司（法人独资）,2014-04-30,2000万人民币元,无锡市惠山区洛社镇新兴西路5号,luoshecz@163.com,"房地产开发、销售;物业管理服务;建材、装潢材料(不含危险品)、五金交电的销售。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-83309533,0510-83306928；
无锡长庆置业投资有限公司,江苏,无锡市,913202055939284523,王育中,有限责任公司,2012-03-29,2000万人民币元,无锡市锡山区安镇街道新华路西、和祥路北,,"房地产开发经营;利用自有资金对外投资(国家法律法规禁止、限制的领域除外);物业管理;房地产中介咨询服务;自有房屋的租赁;园林绿化、设计、施工。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-88785533,0510-88788488；
无锡凯燕置业有限公司城中皇冠假日酒店,江苏,无锡市,913202006676206383,唐红英,有限责任公司分公司,2007-09-27,,无锡市永和路18号,,"中餐、西餐制售;酒、饮料、预包装食品的销售;住宿、游泳池、酒吧、棋牌室、桌球室、美容美发服务;珠宝首饰、工艺品、家用电器的销售;停车场服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-81088888,
无锡市宏南置业有限公司,江苏,无锡市,9132020077323719XJ,许宏根,有限责任公司,2005-04-12,2000万人民币元,无锡市南长区南长街131号,1584501007@163.com,"房地产开发、销售;利用自有资金对外投资。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-85124262,13771047648；
无锡市万高置业有限公司,江苏,无锡市,91320200677607752D,杭良槿,有限责任公司（法人独资）,2008-06-27,2000万人民币元,无锡市永乐路29号,462992190@qq.com,"房地产开发与销售。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-85442059,0510-85442003；
无锡恒玖置业有限公司,江苏,无锡市,91320211MA1P36GM6J,谈祥年,有限责任公司,2017-05-26,1000万人民币元,无锡市滨湖区太湖山庄999(7#房),,"房地产开发(凭有效许可证经营);酒店管理服务;会议及展览服务;健身服务;物业管理。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,,
无锡市华方置业有限公司,江苏,无锡市,91320205748170640T,李正兴,有限责任公司,2003-03-24,2000万人民币元,锡山区东北塘镇锦阳村锡港路南,354601283@qq.com,"房地产的开发经营。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-83778758,
无锡市万鑫置业有限公司,江苏,无锡市,,吴伟国,有限责任公司（法人独资）,2007-10-29,2000万人民币元,无锡市滨湖区青祁路108号,,许可经营项目:房地产开发、销售、租赁。一般经营项目:物业管理;建筑用材料、通用机械及配件、五金交电、金属材料的销售。上述经营范围中涉及专项审批的待批准后方可经营。,,,
无锡恒润置业有限公司,江苏,无锡市,91320206567834786W,匡建新,有限责任公司（法人独资）,2011-01-18,1000万人民币元,无锡市惠山区前洲街道常玉路52B幢113室(城铁惠山站区),3393388@QQ.COM,"房地产开发、经营及管理;物业管理。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-83393388,
无锡市金仕达置业有限公司,江苏,无锡市,,游兆丰,有限责任公司,2003-12-12,3000万人民币元,无锡市堰桥镇西漳锡澄南路227号,,"项目投资开发,房屋销售及租赁(上述范围涉及国家专项规定的,经批准后方可经营)。",,,
无锡深航置业有限公司,江苏,无锡市,913202116913434586,刘金峰,有限责任公司（法人独资）,2009-07-01,1000万人民币元,无锡市滨湖区太湖街道锡南路216-3号,13760380877@163.com,"房地产经纪;物业管理;建筑材料、金属材料、通用设备的销售。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,13912353006,15006188660；13760380877；18921501393；
无锡中策置业有限公司,江苏,无锡市,91320211MA1MEBJP0H,陈红美,有限责任公司（法人独资）,2016-01-13,1000万人民币元,无锡市滨湖区绣溪路58-52,812006185@qq.com,"房地产开发经营;物业管理;旅游资源开发;酒店管理。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,15951585568,
无锡汇伟置业有限公司,江苏,无锡市,91320206561847527N,王晓明,有限责任公司,2010-09-20,1000万人民币元,无锡惠山经济开发区钱桥配套区赋和大厦405室,gexiangjun77@163.com,"房地产开发经营;物业管理,以自有资金对外投资,建筑材料的销售。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。",,0510-85065716,
无锡市洪业天华置业有限公司,江苏,无锡市,91320214314164286L,顾洪生,有限责任公司（法人独资）,2014-09-17,2000万人民币元,无锡市新区鸿山街道锦鸿东路44号,457142215@qq.com,房地产开发经营。(依法须经批准的项目、经相关部门批准后方可开展经营活动),,0510-88318918,0510-88318822；
无锡灵龙置业发展有限公司,江苏,无锡市,913202111360067782,徐兴南,有限责任公司,1997-06-05,1500万人民币元,无锡市滨湖区马山四号桥,619399526@qq.com,"利用本公司自有资产对外投资;投资咨询信息服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-85996568,0510-85995169；0510-85996470；
无锡奕淳新华置业有限公司,江苏,无锡市,91320200789912444N,杭良槿,有限责任公司（法人独资）,2006-06-16,2000万人民币元,无锡市北塘区石门路35-8,462992190@qq.com,"房地产开发经营;房屋租赁;装饰装潢服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-85442059,0510-85442002；0510-85442003；
无锡半岛温泉投资置业有限责任公司,江苏,无锡市,91320211793311385C,张建浩,有限责任公司（法人独资）,2006-09-28,3000万人民币元,无锡市马山镇灵山路,lingshangs@163.com,"利用自有资金对外投资;物业管理;装饰装璜、房产信息咨询的服务;企业管理咨询服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",www.lingshan.org,0510-85687151,0510-85680759；
无锡金凯置业有限公司,江苏,无锡市,91320211MA1NW0HY0J,程国荣,有限责任公司（法人独资）,2017-04-26,1000万人民币元,无锡市滨湖区鸿桥路801-2213,2765004863@qq.com,"房地产开发经营(凭有效资质证书经营);利用自有资金对外投资;房地产信息咨询服务;物业管理;贸易咨询服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-85160049,
无锡市置业建筑工程有限公司,江苏,无锡市,913202142505103966,李锡惠,有限责任公司,1996-04-17,2000万人民币元,无锡市新区硕放政通路12号,zy0510@163.com,"房屋建筑工程施工总承包...(2)高度120米及以下的构筑物;(3)建筑面积12万平方米及以下的住宅小区或建筑群体;机电设备安装工程专业承包(三级),可承担投资额800万元及以下的一般工业和公用、民用建筑项目的设备、线路、管道的安装,非标准钢结构件的制作、安装;普通货运。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-85302245,15961833671；
