企业名称,省份,城市,统一社会信用代码,法定代表人,企业类型,成立日期,注册资本,地址,邮箱,经营范围,网址,电话号码,电话号码（更多号码）
无锡晨希房产营销策划有限公司,江苏,无锡市,91320211MA1MMP744Q,张昊琦,有限责任公司(自然人独资),2016-06-13,100万人民币元,无锡市滨湖区鑫龙佳苑118号,,"房地产营销策划;房产中介服务;企业形象策划;企业管理咨询;装饰装潢服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,18261522452,
无锡房宝宝房产咨询服务有限公司,江苏,无锡市,91320202323781091K,董志华,有限责任公司,2014-11-21,5万人民币元,无锡市广瑞二邨42-4,3233046035@qq.com,"房产信息咨询服务;房屋经纪;房屋租赁服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,18006170004,13328009996；
无锡优房房产经纪有限公司圆融店,江苏,无锡市,91320213MA1PYN1E05,倪松,有限责任公司分公司,2017-07-25,,无锡市梁溪区融禾花苑4-10号,814720150@qq.com,"房产经纪。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-68758306,
无锡锡泰房产营销策划有限公司,江苏,无锡市,91320211788877026U,吴学程,有限责任公司,2006-05-29,50万人民币元,无锡市高浪东路508,737492245@163.com,"房地产中介服务(不含房地产价格评估);包装装潢设计(不含广告)、礼仪服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-85629105,0510-85627333；
无锡融廷房产营销策划有限公司,江苏,无锡市,91320211MA1W9NMG06,李艳,有限责任公司,2018-03-28,500万人民币元,无锡市滨湖区天竺东苑5号,,"房地产营销策划服务;房地产经纪服务;房地产信息咨询服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,,
无锡仁源房产信息咨询有限公司,江苏,无锡市,91320204MA1MRRN9XR,严春林,有限责任公司(自然人独资),2016-08-18,10万人民币元,无锡市会岸路88-77-297,13921299534@163.com,"房产信息咨询;房地产经纪;房地产营销策划。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,13921299534,
无锡安格家房产经纪有限公司,江苏,无锡市,91320214MA1ND71C4B,周伦清,有限责任公司,2017-02-13,200万人民币元,无锡市新吴区龙山路2-18-1203、1204,,"房地产经纪服务;房地产营销策划;房地产信息咨询;房地产评估服务;网络技术、计算机软硬件的技术开发、技术咨询、技术服务、技术转让;信息系统集成;企业管理咨询(不含投资咨询);装饰装潢服务;培训服务(不含发证,不含国家统一认可的职业证书类培训)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-85215186,
无锡成威房产经纪有限公司,江苏,无锡市,91320211MA1WJT57XE,刘成,有限责任公司(自然人独资),2018-05-17,500万人民币元,无锡市滨湖区山水西路61号-3,,"房地产经纪服务;房地产信息咨询服务;房屋租赁;设计、制作、代理和发布各类广告;电脑加工图片服务;网络信息科技领域内的技术开发、技术转让、技术咨询、技术服务;装饰装潢服务;建筑材料、五金产品、家庭用品的销售;企业营销策划服务;会议及展览服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,,
无锡恒诚房产信息咨询有限公司,江苏,无锡市,91320200MA1MGC5G1C,王良镇,有限责任公司(自然人独资),2016-03-17,201万人民币元,无锡市上马墩路152号3102,18601563559@163.com,"房产经纪服务;贸易咨询服务;市场营销策划;会议及展览服务;组织文化艺术交流活动。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,18861511136,18601563559；
无锡世源房产营销策划有限公司,江苏,无锡市,91320214313834479W,周巧玲,有限责任公司(自然人独资),2014-08-02,30万人民币元,无锡市新区旺庄路158-1220,1281205561@qq.com,"房地产营销策划;房地产信息咨询;经济信息咨询;房产经纪服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-82401603,13276255018；
无锡新房邦房产经纪有限公司,江苏,无锡市,91320200MA1MK63K7J,刘清,有限责任公司(自然人独资),2016-04-29,300万人民币元,无锡市上马墩路152号3135,,"房地产经纪;设计、制作、代理和发布各类广告;组织文化艺术交流活动;企业营销策划。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,13771055999,
无锡优房房产经纪有限公司民丰店,江苏,无锡市,91320204MA1ME2078E,倪松,有限责任公司分公司,2009-04-07,,无锡市民丰路152-2,814720150@qq.com,"房产经纪,经济贸易咨询服务,装饰装潢服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-68758306,
无锡鑫尚嘉房产经纪有限公司,江苏,无锡市,91320213MA1TA98PXY,卞超,有限责任公司(自然人独资),2017-11-16,500万人民币元,无锡市梁溪区清名东路298-233,18020505810@163.com,"房地产经纪服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,18020505810,
无锡优房房产经纪有限公司惠龙店,江苏,无锡市,91320213MA1R7BWEXU,倪松,有限责任公司分公司,2009-04-07,,无锡市惠华新村142-103,814720150@qq.com,"房产经纪,经济贸易咨询服务,装饰装潢服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-68758306,
无锡佰威房产信息咨询有限公司,江苏,无锡市,9132020434617071XY,洪刚,有限责任公司,2015-07-02,100万人民币元,无锡市北塘区全昌路126-1211,214896542@qq.com,"房产中介服务、房产营销策划、装饰装潢服务、家务服务、展示展览服务、会务服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,18626352170,15061539162；18626362170；
无锡市乐丰房产经纪有限公司,江苏,无锡市,91320205MA1WG8RN74,戴葛莉,有限责任公司(自然人独资),2018-05-03,10万人民币元,无锡市锡山区安镇街道锡东大道3530号,,"房地产经纪服务;房地产信息咨询服务;房地产营销策划服务;会议及展示展览服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,,
无锡豪庭房地产经纪有限公司,江苏,无锡市,91320205MA1NWBB20D,朱彩云,有限责任公司(自然人独资),2017-04-27,50万人民币元,无锡市锡山区安镇街道润锡中路583,,"房地产经纪;房地产中介服务;房地产信息咨询。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,,
无锡优房房产经纪有限公司凤翔店,江苏,无锡市,91320204MA1ME2CD39,倪松,有限责任公司分公司,2012-05-25,,无锡市北塘区兴源北路1号,814720150@qq.com,"房产经纪;经济贸易咨询服务;装饰装潢服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-68758306,
无锡优房房产经纪有限公司熙园店,江苏,无锡市,91320211MA1NTBNL67,张涛,有限责任公司分公司,2017-04-19,,无锡市滨湖区天鹅湖花园B区100-142,814720150@qq.com,"房产经纪;贸易咨询服务;装饰装潢服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-68758306,
无锡一家亲房产经纪有限公司,江苏,无锡市,91320214MA1TA89RXX,牛照江,有限责任公司(自然人独资),2017-11-16,50万人民币元,无锡市新吴区美满锦园1-10,17717075255@163.com,"房地产经纪服务;房地产营销策划;自有房屋租赁(不含融资性租赁);装修装饰设计、施工;家政服务;利用自有资金对外投资;经济与商务咨询服务(不含投资咨询)。(依法须经批准的项目,经相关部门批准后方可开展经营活动",,17717075255,
无锡博美房产营销策划有限公司,江苏,无锡市,91320200MA1MUXG12E,熊军,有限责任公司(自然人独资),2016-09-27,300万人民币元,无锡市红星路216号内1302,18262270313@163.com,房地产营销策划;企业形象策划;家政服务;策划创意服务;贸易咨询服务;企业管理咨询服务;会议及展览服务;计算机软件的研发、技术咨询、技术转让及技术服务;信息系统集成服务;房产经纪;装饰装潢服务;市场调查;组织文化艺术交流活动;演出经纪;电影、动漫制作;摄影扩印服务;设计、制作、代理、发布各类广告业务;婚庆礼仪服务;金属...,,18262270313,
无锡哲源房产营销策划有限公司,江苏,无锡市,91320213MA1TCYFD59,黄明敏,有限责任公司,2017-11-30,100万人民币元,无锡市梁溪区锡澄二村17-1,,"房地产营销策划;市场营销策划;房地产经纪;商务咨询(不含投资咨询、不含证券、期货);企业管理咨询;会议及展览服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,18621787908,
无锡优房房产经纪有限公司万顺店,江苏,无锡市,91320211MA1R8WT415,王卫,有限责任公司分公司,2014-09-02,,无锡市滨湖区万科城市花园二区162-1,814720150@qq.com,"房产经纪;经济贸易咨询服务;装饰装潢服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-68758306,
无锡宝轩房产经纪有限公司,江苏,无锡市,91320213MA1N9MHD3U,程运动,有限责任公司(自然人独资),2017-01-09,50万人民币元,无锡市江海东路523号广益装饰名品城F596,15961715183@163.com,"房地产经纪;房地产信息咨询;房地产营销策划;会务服务;展览展示服务;建筑装饰工程的设计与施工;建筑用材料、装潢材料、五金产品、通用机械及配件、文具用品、办公设备、电线电缆的销售;制冷设备的安装。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,15961715183,
无锡千欣房产营销策划有限公司,江苏,无锡市,,陈啸,有限责任公司,2014-04-23,10万人民币元,无锡市南长区南湖大道588号527室,13812277811@163.com,许可经营项目:无 一般经营项目:房地产中介服务;会议及展览服务。,,13812277811,
无锡优房房产经纪有限公司中邦店,江苏,无锡市,91320214MA1T5E5TXW,张光洪,有限责任公司分公司,2014-08-02,,无锡市新区花郡家园56-12,814720150@qq.com,"房产经纪;经济贸易咨询服务;装饰装潢服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-68758306,
无锡六盛房产营销策划有限公司,江苏,无锡市,91320204053500543P,杨留勇,有限责任公司,2012-09-12,10万人民币元,无锡市北塘区春申路55-1811,18852484027@qq.com,"房产营销策划、房产信息咨询服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,18852484027,15240457813；18651518788；
无锡恋房房产经纪有限公司,江苏,无锡市,91320202MA1MUY5FX6,李乃光,有限责任公司(自然人独资),2016-09-27,20万人民币元,无锡市锡沪东路299-618,,"房地产经纪;房地产营销策划;房地产中介服务、房地产信息咨询服务、企业管理咨询服务、家庭服务、清洁服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,18800596484,
无锡优房房产经纪有限公司城东店,江苏,无锡市,91320213MA1T5M1M97,张光洪,有限责任公司分公司,2010-09-09,,无锡市崇安区塔影苑58-5,814720150@qq.com,"房产经纪、经济贸易咨询服务、装饰装潢服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,0510-68758306,
无锡光头房产营销策划有限公司,江苏,无锡市,91320205MA1PWT9P7C,邹学东,有限责任公司,2017-07-14,50万人民币元,无锡市锡山经济技术开发区云林春雷苑B区1-11号,,"房地产营销策划、销售代理;房产经纪服务;房产信息咨询、经济与商务咨询服务(不含投资咨询);物业管理服务;企业管理服务;企业营销策划。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,,
无锡吉元房产经纪服务有限公司,江苏,无锡市,91320200MA1N0R2H5D,刘洪兵,有限责任公司,2016-11-23,201万人民币元,无锡市梁溪区扬名镇杨名村耕读李巷149,18905177870@163.com,"房地产经纪;房地产营销策划;装饰装潢服务;专业化设计服务;展览展示服务;图文设计。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,18905177870,
无锡辰天房产营销策划有限公司,江苏,无锡市,91320211MA1NQX5709,吴丰浪,有限责任公司(自然人独资),2017-04-12,50万人民币元,无锡市滨湖区锦溪路100号,2777895963@qq.com,"房产中介服务;房产营销策划;装饰装潢服务;设计、制作、代理和发布国内广告业务;家政服务;会议及展览服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",,15061539162,
